,7 RLE,8 lag1,cluster,Watershed_ID,Source,Name,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction
02479300,3.46518745218057,3.62088752869166,1,5071,USGS,"RED CREEK AT VESTRY, MS",30.7361111,-88.7811111,1142.1791,,0,0,69.5,0.9938,1.7759,226.552,1,123.0809,1,0.3552,0.0314,0.2784,0.0086,0.0536,0.1821,0.0907,0.0,1,-12.4155132018115,0.236699619243354,1
02479560,3.36302032913843,3.29670861568248,1,5075,USGS,ESCATAWPA RIVER NEAR AGRICOLA MS,30.8118552,-88.4586274,1455.5661,,0,0,68.4,1.1163,1.9338,277.191,1,146.1266,1,0.4895,0.0749,0.1398,0.0056,0.0419,0.1638,0.0844,0.0,1,-12.4115452929856,0.23681298805086,1
02481000,3.88448623237072,3.40698455339154,0,5086,USGS,"BILOXI RIVER AT WORTHAM, MS",30.5586111,-89.1219444,249.1556,,0,0,55.6,0.9731,1.5242,90.579,1,149.7722,1,0.4032,0.0349,0.2477,0.0008,0.0468,0.2211,0.0456,0.0,1,-12.2383801433402,0.241760563052876,1
02481510,3.35150115473441,3.21986143187067,1,5088,USGS,"WOLF RIVER NR LANDON, MS",30.4836111,-89.2744444,797.7124,,0,0,72.7,1.0698,1.8085,192.726,1,158.5825,1,0.3176,0.0335,0.2569,0.0079,0.0366,0.2509,0.0965,0.0,1,-11.9234321476734,0.250759075937754,1
03010655,3.90350769230769,3.60172307692308,0,5677,USGS,"Oswayo Creek at Shinglehouse, PA",41.96173237,-78.1980662,255.6306,,0,0,629.4,9.2127,1.3099,74.784,1,256.2987,1,0.729,0.0053,0.0261,0.0001,0.0161,0.0314,0.1918,0.0,1,-15.1943618366909,0.189139463714924,1
03011800,3.55660668380463,3.58498714652956,1,5682,USGS,"Kinzua Creek near Guffey, PA",41.76645099,-78.71863999,100.491,,0,0,633.6,4.6039,1.2972,46.671,1,213.7365,1,0.7961,0.0143,0.0329,0.0006,0.0376,0.0965,0.022,0.0,1,-12.9328243969051,0.257175581145833,1
03015500,4.20220617411317,4.16030473771923,0,5687,USGS,"Brokenstraw Creek at Youngsville, PA",41.8525587,-79.3172708,831.3821,,0,0,494.7,4.4253,1.4482,145.635,1,223.7059,1,0.5904,0.0059,0.0878,0.0012,0.043,0.0284,0.2434,0.0,1,-15.5431333298379,0.170638295578657,1
03021350,4.98323331064778,4.71150157767741,0,5691,USGS,"French Creek near Wattsburg, PA",42.015332,-79.7825507,238.2777,,0,0,491.2,3.0257,1.6707,92.547,1,268.1619,1,0.444,0.0132,0.0696,0.0009,0.0539,0.0238,0.3946,0.0,1,-16.4097791665736,0.124858041502512,1
03026500,3.46015570863735,3.46602535360535,1,5698,USGS,"Sevenmile Run near Rasselas, PA",41.63117349,-78.5766898,20.3054,,0,0,638.8,4.4886,1.4331,23.146,1,157.5533,1,0.7845,0.0749,0.0039,0.0005,0.0136,0.1186,0.0039,0.0,1,-13.9538460511428,0.226923080591055,1
03028000,3.38320815675744,3.38522217093945,1,5699,USGS,"West Branch Clarion River at Wilcox, PA",41.57533955,-78.69224919,163.1684,,0,0,606.9,6.1464,1.3509,61.892,1,184.7864,1,0.7993,0.0108,0.0223,0.0005,0.036,0.0493,0.0818,0.0,1,-14.022748707595,0.224881519921018,1
03049000,3.44734544877391,3.48131100706293,1,5715,USGS,"Buffalo Creek near Freeport, PA",40.71644444,-79.6999167,354.8266,,0,0,383.7,4.7842,1.3884,94.207,1,173.2405,1,0.6128,0.0273,0.0003,0.0002,0.0765,0.0,0.283,0.0,1,-15.1613535256365,0.190938862471731,1
03049800,2.3218144651027,2.32259320549012,2,5716,USGS,"Little Pine Creek near Etna, PA",40.5203462,-79.93810799,14.9701,,0,0,341.2,6.1868,1.3696,19.065,1,193.583,1,0.641,0.0087,0.0,0.0,0.3038,0.0,0.0465,0.0,1,-15.9149999141693,0.151499997451901,1
03050000,4.13661388550548,4.00136419001218,0,5718,USGS,"TYGART VALLEY RIVER NEAR DAILEY, WV",38.809275,-79.8817342,479.1454,,0,0,874.2,11.0015,1.5572,124.51,1,309.6581,1,0.8742,0.0048,0.0018,0.0027,0.0422,0.006,0.0683,0.0,1,-14.9771755528567,0.181067321210953,1
03066000,3.44607570827712,3.56828823109277,1,5742,USGS,"BLACKWATER RIVER AT DAVIS, WV",39.1270524,-79.4683852,222.4789,,0,0,1026.8,5.05,1.3946,75.2,1,286.3959,1,0.7158,0.0616,0.131,0.0046,0.0515,0.001,0.0346,0.0,1,-14.7633092592088,0.156079134454937,1
03069500,3.60796762161733,3.70795968573923,1,5754,USGS,"CHEAT RIVER NEAR PARSONS, WV",39.1228835,-79.68117409,1869.9621,,0,0,1003.0,10.032,2.1527,335.989,1,292.5174,1,0.8942,0.0183,0.017,0.0048,0.0361,0.0005,0.0291,0.0,1,-15.0298677691511,0.175210905218879,1
03070500,4.14538528688199,4.04094913102135,0,5762,USGS,"BIG SANDY CREEK AT ROCKVILLE, WV",39.62175,-79.7045556,517.995,,0,0,606.3,5.4783,1.4103,115.769,1,209.6772,1,0.7651,0.0041,0.0006,0.0052,0.0618,0.0,0.1632,0.0,1,-15.3519755511298,0.177841943629245,1
03076600,3.42407267221802,3.45717890487005,1,5778,USGS,"BEAR CREEK AT FRIENDSVILLE, MD",39.65613889,-79.3941111,126.6498,,0,0,758.0,7.3921,1.3707,55.711,1,268.095,1,0.6915,0.0141,0.001,0.0009,0.0575,0.0,0.2349,0.0,1,-14.667080713355,0.19229813942813,1
03078000,4.04412348226331,3.90413459249266,0,5780,USGS,"CASSELMAN RIVER AT GRANTSVILLE, MD",39.70219444,-79.13638889,161.8735,,0,0,794.0,4.8078,1.4614,67.709,1,67.1469,1,0.7395,0.0115,0.0024,0.0023,0.0565,0.0003,0.1875,0.0,1,-15.9868543875609,0.147323941156058,1
03140000,3.00547575589239,2.60423775890802,1,5849,USGS,Mill Creek near Coshocton OH,40.36284598,-81.8623563,70.4473,,0,0,305.7,4.2886,1.3432,40.513,1,206.6049,1,0.4044,0.0045,0.0,0.0,0.0538,0.0008,0.5366,0.0,1,-16.5,0.119999997317791,1
03144000,3.12546623283866,2.78549321482422,1,5853,USGS,Wakatomika Creek near Frazeysburg OH,40.1325682,-82.1479201,362.5965,,0,0,305.9,3.8623,1.4696,101.044,1,152.8357,1,0.5536,0.0024,0.0006,0.0002,0.0579,0.0005,0.3848,0.0,1,-16.1410256410256,0.133461536982885,1
03159540,3.3682489397578,3.43978335292014,1,5887,USGS,Shade River near Chester OH,39.06368935,-81.8818024,404.0361,,0,0,247.8,4.0857,1.6163,117.02,1,143.6579,1,0.6529,0.0044,0.0,0.0004,0.0691,0.0031,0.2701,0.0,1,-16.5,0.119999997317791,1
03161000,4.14138557867098,4.03312462128863,0,5891,USGS,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",36.3933333,-81.4069444,530.9449,,0,0,1032.0,8.9911,1.539,129.747,1,124.1212,1,0.6739,0.0082,0.0006,0.0006,0.1099,0.0228,0.1839,0.0,1,-14.1000003814697,0.009999999776483,1
03164000,3.21688754860725,3.08483453694151,1,5892,USGS,"NEW RIVER NEAR GALAX, VA",36.6473497,-80.978969,2955.1617,,0,0,961.1,8.5904,1.5535,308.778,1,128.1046,1,0.6614,0.0089,0.0005,0.0026,0.0639,0.0165,0.2462,0.0,1,-14.0016365053914,0.023865779467171,1
03165000,3.2851361003095,3.13657646218554,1,5893,USGS,"CHESTNUT CREEK AT GALAX, VA",36.6459613,-80.9192444,102.045,,0,0,812.2,5.0127,1.5007,55.255,1,249.8073,1,0.4853,0.0097,0.0001,0.0,0.0815,0.005,0.4183,0.0,1,-14.9780490223954,0.050243901315986,1
03170000,3.39433378303309,3.33116419331799,1,5899,USGS,"LITTLE RIVER AT GRAYSONTOWN, VA",37.03762635,-80.5567239,800.3023,,0,0,763.6,5.759,1.5591,160.807,1,266.9067,1,0.5946,0.0106,0.001,0.0001,0.0564,0.0021,0.3351,0.0,1,-14.2307852522435,0.023047909877291,1
03173000,3.14387747004206,2.86262995000397,1,5900,USGS,"WALKER CREEK AT BANE, VA",37.26817845,-80.7095125,774.4026,,0,0,788.1,8.9746,1.5253,154.744,1,121.4072,1,0.7622,0.006,0.0006,0.0001,0.0282,0.0006,0.2023,0.0,1,-15.3517856928481,0.1295378127511,1
03180500,3.25053567177208,3.09150067454964,1,5910,USGS,"GREENBRIER RIVER AT DURBIN, WV",38.54372659,-79.833115,344.4667,,0,0,1069.4,10.7366,1.5011,101.075,1,234.7245,1,0.9433,0.007,0.002,0.0014,0.0385,0.0016,0.0061,0.0,1,-15.0541472918427,0.18414746309858,1
03182500,3.3121180858662,3.10737243075946,1,13515,USGS,"GREENBRIER RIVER AT BUCKEYE, WV",38.18595326,-80.1306225,1398.5866,1397.928,1,0,947.4,10.2204,1.8815,266.838,1,222.6773,1,0.8888,0.0054,0.0025,0.0039,0.0399,0.0016,0.0578,0.0,1,-14.9170256297462,0.171040460551515,1
03186500,4.40219030235696,4.15840012697405,0,5920,USGS,"WILLIAMS RIVER AT DYER, WV",38.37899915,-80.4839737,331.5168,,0,0,1083.8,12.0568,1.7382,114.7,1,266.9587,1,0.9682,0.0046,0.0004,0.0019,0.019,0.0026,0.0032,0.0,1,-15.1999998092651,0.189999997615814,1
03187500,4.15169740046722,4.09125702072668,0,5923,USGS,"CRANBERRY RIVER NEAR RICHWOOD, WV",38.2953903,-80.5264749,208.234,,0,0,1093.9,11.6324,1.6151,84.47,1,262.8016,1,0.9763,0.0003,0.0001,0.0002,0.0228,0.0004,0.0,0.0,1,-15.1403098919595,0.19081395113653,1
03213700,2.46367521367521,2.46452991452991,2,6027,USGS,"TUG FORK AT WILLIAMSON, WV",37.67315699,-82.2801408,2424.2168,,0,0,548.9,14.8247,1.6863,302.484,1,282.7986,1,0.8411,0.0787,0.0,0.002,0.0646,0.0007,0.0128,0.0,1,-15.4729945073153,0.173312163330306,1
03237280,2.98248902481133,2.51605583781384,1,6062,USGS,Upper Twin Creek at McGaw OH,38.64368745,-83.21573648,31.5977,,0,0,310.8,8.1666,1.3571,27.612,1,170.7381,1,0.9278,0.0029,0.0009,0.0,0.0397,0.0161,0.0126,0.0,1,-16.466666661776,0.121794869120304,1
03237500,3.08261249107214,2.69534163955242,1,6063,USGS,Ohio Brush Creek near West Union OH,38.8036838,-83.4210226,1002.3204,,0,0,274.1,2.6868,1.6954,194.142,1,115.5577,1,0.4761,0.0403,0.0001,0.001,0.0479,0.0096,0.425,0.0,1,-14.5552464979442,0.096550077362806,1
03238500,3.92039186267155,3.47910507038524,0,6065,USGS,White Oak Creek near Georgetown OH,38.85812494,-83.9285394,564.6146,,0,0,299.2,0.8355,1.5142,129.966,1,233.5699,1,0.2318,0.0054,0.0001,0.0019,0.0678,0.0005,0.6924,0.0,1,-14.9930791571989,0.100762709612185,1
03241500,3.14181938253261,2.85190688459633,1,6072,USGS,Massies Creek at Wilberforce OH,39.72238889,-83.8823056,163.6864,,0,0,325.2,0.5449,1.4808,69.823,1,256.9813,1,0.0457,0.0087,0.0001,0.0012,0.0598,0.0,0.8846,0.0,1,-12.2936074766394,0.066301368381063,1
03280700,3.27158948685857,3.07777579116753,1,6149,USGS,"CUTSHIN CREEK AT WOOTON, KY",37.1650931,-83.3079564,158.7655,,0,0,482.9,14.3602,1.408,64.493,1,299.7124,1,0.8094,0.122,0.0,0.0001,0.0669,0.0006,0.0011,0.0,1,-15.4963729097436,0.174041448325073,1
03281100,3.79842004903296,3.12939253609371,0,6151,USGS,"GOOSE CREEK AT MANCHESTER, KY",37.15203405,-83.7601974,422.166,,0,0,386.3,11.8581,1.5214,114.011,1,211.8053,1,0.8314,0.06,0.0,0.0002,0.0659,0.0041,0.0385,0.0,1,-16.2307991897851,0.132943467177146,1
03281500,3.34727900607312,3.19517326241416,1,6152,USGS,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",37.47981018,-83.6751923,1869.9621,,0,0,377.1,10.9671,1.6831,262.916,1,184.2936,1,0.8302,0.0573,0.0,0.0031,0.0611,0.0041,0.0442,0.0,1,-16.130544440416,0.138875606086809,1
03285000,3.23036004922393,2.91945536104164,1,6165,USGS,"DIX RIVER NEAR DANVILLE, KY",37.6420234,-84.6607768,823.6121,,0,0,313.8,3.1161,1.6126,168.324,1,83.922,1,0.405,0.0236,0.0001,0.0037,0.0639,0.0008,0.5029,0.0,1,-13.9011846864329,0.093662386997313,1
03291780,3.98954916893657,3.54038579131692,0,6183,USGS,"INDIAN-KENTUCK CREEK NEAR CANAAN, IN",38.8781136,-85.2571788,71.2243,,0,0,279.1,1.7848,1.3633,41.627,1,184.188,1,0.5039,0.0112,0.0,0.001,0.0333,0.0,0.4505,0.0,1,-11.8000001907349,0.059999998658895,1
03300400,3.89752066115702,3.46493506493506,0,6218,USGS,"BEECH FORK AT MAUD, KY",37.83283985,-85.2960686,1129.2292,,0,0,252.0,2.2842,1.3576,165.865,1,222.3757,1,0.501,0.0604,0.0,0.0014,0.0419,0.0013,0.394,0.0,1,-15.4444524407301,0.10662848723995,1
03338780,3.23220463360939,2.94035014152427,1,6311,USGS,"NORTH FORK VERMILION RIVER NEAR BISMARCK, IL",40.26531416,-87.6427989,678.5735,,0,0,219.2,0.3643,1.4578,137.988,1,199.6069,1,0.0221,0.0006,0.0005,0.0003,0.0609,0.0,0.9155,0.0,1,-15.2145412752292,0.161901563631008,1
03340800,2.83867516605002,2.33013863504658,1,6317,USGS,"BIG RACCOON CREEK NEAR FINCASTLE, IN",39.8125446,-86.9538988,360.0066,,0,0,266.4,0.529,1.605,109.702,1,264.9164,1,0.0623,0.0075,0.0001,0.0003,0.0583,0.0,0.8715,0.0,1,-16.4666666674924,0.119761902089049,1
03346000,3.17562098246171,2.79152448218395,1,6333,USGS,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",39.01004218,-87.9455882,823.6121,,0,0,183.6,0.5129,1.6267,168.454,1,166.8158,1,0.169,0.0065,0.0025,0.0016,0.0713,0.0,0.7491,0.0,1,-13.8256483820055,0.136186357308448,1
03357350,3.09496156186052,3.26707593606548,1,6372,USGS,"PLUM CREEK NEAR BAINBRIDGE, IN",39.76171297,-86.7294505,7.7699,,0,0,279.4,0.6946,1.4208,14.021,1,228.8537,1,0.0804,0.003,0.0,0.0015,0.0399,0.0,0.8752,0.0,1,-16.5,0.119999997317791,1
03364500,3.11594317911277,2.70899134989287,1,6395,USGS,"CLIFTY CREEK AT HARTSVILLE, IN",39.2747732,-85.7016469,236.7237,,0,0,285.4,0.4538,2.0857,115.983,1,260.1464,1,0.0799,0.0004,0.0002,0.0022,0.0599,0.0,0.8574,0.0,1,-11.8000001907349,0.059999998658895,1
03366500,3.11245139274661,2.75438457265296,1,6402,USGS,"MUSCATATUCK RIVER NEAR DEPUTY, IN",38.80422346,-85.673855,758.8627,,0,0,248.9,1.1316,1.5668,156.182,1,249.0978,1,0.5101,0.0115,0.0015,0.0019,0.0453,0.0139,0.4158,0.0,1,-12.6910418212414,0.071374998404644,1
03368000,3.77179763186222,3.21722282023681,0,6403,USGS,"BRUSH CREEK NEAR NEBRASKA, IN",39.07033129,-85.4860766,29.5257,,0,0,263.1,1.1051,1.5902,31.287,1,252.639,1,0.3936,0.0092,0.0,0.001,0.0403,0.0018,0.554,0.0,1,-11.8000001907349,0.059999998658895,1
03384450,3.04059829059829,2.57435897435897,1,6434,USGS,"LUSK CREEK NEAR EDDYVILLE, IL",37.4725833,-88.5476944,111.1099,,0,0,201.0,3.3886,1.2924,49.597,1,266.0481,1,0.8193,0.0143,0.0,0.0004,0.0323,0.0002,0.1336,0.0,1,-15.1999998092651,0.189999997615814,1
03439000,3.98907956318253,3.7581903276131,0,6541,USGS,"FRENCH BROAD RIVER AT ROSMAN, NC",35.1433333,-82.8247222,175.8593,,0,0,977.4,10.6119,1.4484,70.732,1,131.528,1,0.9011,0.0014,0.0007,0.0002,0.0579,0.0028,0.0357,0.0,1,-14.1000003814697,0.009999999776483,1
03450000,2.10659297275957,2.11606790367154,2,6558,USGS,"BEETREE CREEK NEAR SWANNANOA, NC",35.65305556,-82.4052778,14.1413,,0,0,1255.8,17.8503,1.1772,16.047,1,213.429,1,0.9652,0.0,0.0,0.0,0.0339,0.001,0.0,0.0,1,-14.1000003814697,0.009999999776483,1
03455500,3.27066970695043,3.06021450890972,1,6569,USGS,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",35.3961111,-82.9375,71.4833,,0,0,1474.1,16.7801,1.1814,36.699,1,3.6187,1,0.9474,0.0013,0.0,0.0,0.0299,0.0215,0.0,0.0,1,-14.1000003814697,0.009999999776483,1
03456500,4.17398088550809,3.71367271308758,0,6570,USGS,"EAST FORK PIGEON RIVER NEAR CANTON, NC",35.46166667,-82.8697222,133.3837,,0,0,1257.5,15.8277,1.3041,55.303,1,16.0188,1,0.8978,0.0021,0.0015,0.0,0.0438,0.0169,0.0378,0.0,1,-14.1000003814697,0.009999999776483,1
03460000,3.37203582532832,3.36052717063437,1,6574,USGS,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",35.6675,-83.0736111,127.4268,,0,0,1231.4,15.1832,1.2851,53.311,1,65.6496,1,0.9891,0.0,0.0,0.0001,0.005,0.0034,0.0025,0.0,1,-13.7653597788094,0.064379087034491,1
03463300,3.07837731390311,3.2296179598267,1,6577,USGS,"SOUTH TOE RIVER NEAR CELO, NC",35.83138889,-82.1841667,112.1459,,0,0,1202.8,15.3883,1.2798,49.696,1,76.67,1,0.9429,0.0011,0.0,0.0,0.0356,0.0058,0.0146,0.0,1,-14.1000003814697,0.009999999776483,1
03471500,3.08896119355607,2.79247678755654,1,6592,USGS,"S F HOLSTON RIVER AT RIVERSIDE, NEAR CHILHOWIE, VA",36.7603931,-81.63122929,198.3921,,0,0,918.5,9.8942,1.6068,82.539,1,318.7494,1,0.732,0.003,0.0004,0.0002,0.0358,0.0023,0.2263,0.0,1,-13.8253061061003,0.153673469442494,1
03473000,3.43718752479962,3.43401317355765,1,6594,USGS,"S F HOLSTON RIVER NEAR DAMASCUS, VA",36.65178127,-81.8440102,784.7625,,0,0,907.1,9.7084,1.7602,180.156,1,300.5538,1,0.7575,0.0027,0.0008,0.0001,0.0346,0.0045,0.1999,0.0,1,-13.48522382373,0.124693029384738,1
03479000,3.75215560457189,3.16021656306397,0,6597,USGS,"WATAUGA RIVER NEAR SUGAR GROVE, NC",36.23916667,-81.8222222,238.5367,,0,0,1044.8,11.0987,1.4689,82.566,1,296.366,1,0.7665,0.0057,0.0003,0.0009,0.1043,0.0066,0.1157,0.0,1,-14.1000003814697,0.009999999776483,1
03488000,3.26291564161574,3.01880803110864,1,6606,USGS,"N F HOLSTON RIVER NEAR SALTVILLE, VA",36.89678115,-81.7462293,572.3845,,0,0,809.1,10.7667,1.4515,126.797,1,184.2528,1,0.7016,0.0084,0.0004,0.0,0.0276,0.0306,0.2314,0.0,1,-15.2218571158818,0.132542854872133,1
03498500,3.21057754704737,2.99772874756652,1,6622,USGS,"LITTLE RIVER NEAR MARYVILLE, TN",35.7856206,-83.88460359,696.7033,,0,0,642.3,10.5675,1.5893,154.079,1,318.9574,1,0.8066,0.0028,0.0008,0.0004,0.0514,0.0026,0.1353,0.0,1,-14.7821301183757,0.146201181391904,1
03500000,4.10125603864734,4.01159420289855,0,6624,USGS,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",35.15,-83.3797222,362.5965,,0,0,859.7,11.598,1.2442,87.102,1,236.9373,1,0.8007,0.0108,0.0008,0.0005,0.0822,0.009,0.096,0.0,1,-14.1000003814697,0.009999999776483,1
03500240,4.47118183582379,4.23054531340966,0,6625,USGS,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",35.15888889,-83.3941667,147.8876,,0,0,884.8,13.0762,1.2885,57.363,1,64.4677,1,0.8252,0.0068,0.0002,0.0,0.0805,0.0098,0.0775,0.0,1,-14.1000003814697,0.009999999776483,1
03504000,4.58228338825354,4.41480907152549,0,6627,USGS,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",35.1275,-83.6186111,134.4197,,0,0,1223.9,13.4307,1.3442,57.268,1,301.5815,1,0.9726,0.0012,0.0007,0.0002,0.0197,0.0034,0.0021,0.0,1,-14.1000003814697,0.009999999776483,1
03574500,3.08229505594794,2.7235933656059,1,6723,USGS,PAINT ROCK RIVER NEAR WOODVILLE AL,34.6242547,-86.3063737,828.7921,,0,0,382.5,8.7569,1.6646,176.552,1,187.2929,1,0.8222,0.0094,0.0062,0.0004,0.0156,0.0294,0.1169,0.0,1,-12.8881288697302,0.125663985174067,1
03592718,2.81304824561404,2.31304824561404,1,6759,USGS,"LITTLE YELLOW CREEK EAST NR BURNSVILLE, MS",34.83555556,-88.2880556,63.9724,,0,0,166.5,1.8973,1.2775,38.614,1,294.0504,1,0.5126,0.0267,0.0871,0.0006,0.0769,0.204,0.0921,0.0,1,-12.7607594502123,0.226835442117498,1
03604000,1.98428696135227,1.98492183160067,2,6794,USGS,"BUFFALO RIVER NEAR FLAT WOODS, TN",35.49590598,-87.8328037,1157.7189,,0,0,271.4,2.5722,1.6488,206.51,1,283.4924,1,0.5676,0.0527,0.0072,0.0027,0.0505,0.0522,0.2671,0.0,1,-15.3030802732211,0.10938395182989,1
04024430,2.99247390143239,2.56470016994416,1,5136,USGS,"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI",46.6333333,-92.0938889,1087.7896,,0,0,327.0,1.3394,1.5397,180.121,1,23.3246,1,0.4914,0.0177,0.2734,0.0134,0.0318,0.0707,0.1015,0.0,1,-13.3481648144842,0.177321318027258,1
04027000,2.3442583921911,2.34489326243949,2,5143,USGS,"BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,1546.2152,,0,0,400.5,2.0408,1.5834,220.479,1,324.0909,1,0.7176,0.0039,0.1471,0.0116,0.0345,0.0258,0.0595,0.0,1,-13.953166395548,0.095640091830546,1
04040500,3.17403380684073,2.93817950956273,1,5152,USGS,"STURGEON RIVER NEAR SIDNAW, MI",46.58410589,-88.5759697,442.8858,,0,0,493.6,1.5067,1.6999,124.033,1,291.9641,1,0.5455,0.018,0.3564,0.024,0.0227,0.0264,0.0071,0.0,1,-15.2283332824707,0.144216664629057,1
04043050,3.23646843070474,3.03610165051087,1,5153,USGS,"TRAP ROCK RIVER NEAR LAKE LINDEN, MI",47.22853637,-88.3853928,72.5193,,0,0,288.9,2.366,1.7376,53.814,1,138.9617,1,0.6495,0.0219,0.167,0.0031,0.0696,0.0032,0.0858,0.0,1,-13.5124999284744,0.127500001341105,1
04045500,3.40689886135298,3.46316141995981,1,5159,USGS,"TAHQUAMENON RIVER NEAR PARADISE, MI",46.57501478,-85.2695548,2046.0804,,0,0,243.6,0.8689,1.6796,264.598,1,186.893,1,0.3432,0.0273,0.5714,0.0084,0.0238,0.0181,0.0078,0.0,1,-13.2248840985746,0.079735806890787,1
04056500,2.62264899611142,2.62328386635981,2,5164,USGS,"MANISTIQUE RIVER NEAR MANISTIQUE, MI",46.03052857,-86.161249,2848.9728,,0,0,236.3,0.6761,1.5308,294.308,1,160.6347,1,0.3413,0.0423,0.5111,0.0368,0.0248,0.0337,0.01,0.0,1,-12.8756174996613,0.075641331364035,1
04057510,3.55420487293686,3.58228975635316,1,5165,USGS,"STURGEON RIVER NEAR NAHMA JUNCTION, MI",45.9430235,-86.7056997,473.9655,,0,0,243.1,1.072,1.8597,143.319,1,156.1829,1,0.4655,0.0233,0.4391,0.0225,0.0247,0.025,0.0,0.0,1,-12.8688254485647,0.073644576667168,1
04057800,2.95404995170415,2.63097373625868,1,5166,USGS,"MIDDLE BRANCH ESCANABA RIVER AT HUMBOLDT, MI",46.49910267,-87.8865238,119.1389,,0,0,504.6,2.24,1.7621,67.093,1,156.8608,1,0.6297,0.0234,0.2492,0.0312,0.0224,0.036,0.0082,0.0,1,-14.6153377228719,0.033619631150383,1
04059500,3.13175387762059,2.8968808590421,1,5172,USGS,"FORD RIVER NEAR HYDE, MI",45.7549674,-87.2020793,1165.4889,,0,0,329.5,1.1808,2.3544,286.941,1,126.6941,1,0.3978,0.0264,0.4812,0.0023,0.029,0.0274,0.036,0.0,1,-13.6697479330477,0.114975988735207,1
04063700,3.29815172687181,3.19785937267727,1,5183,USGS,"POPPLE RIVER NEAR FENCE, WI",45.7636111,-88.4636111,360.0066,,0,0,475.7,1.3526,1.911,129.489,1,105.721,1,0.4603,0.0022,0.486,0.0102,0.018,0.0108,0.0125,0.0,1,-13.5875002592802,0.035625000993605,1
04074950,4.04674033733411,4.01755406334267,0,5208,USGS,"WOLF RIVER AT LANGLADE, WI",45.18997026,-88.7334398,1199.1585,,0,0,489.4,1.7585,1.9684,242.576,1,162.9426,1,0.5492,0.0053,0.2918,0.059,0.0378,0.0136,0.0432,0.0,1,-13.4590478477024,0.042047620346282,1
04105700,4.23436790310371,4.18753469593742,0,5329,USGS,"AUGUSTA CREEK NEAR AUGUSTA, MI",42.3533734,-85.3538894,100.75,,0,0,283.8,1.3721,1.6281,57.657,1,180.7832,1,0.273,0.0035,0.1712,0.0265,0.0964,0.0007,0.4286,0.0,1,-15.663565768752,0.165038757199465,1
04115265,4.11038107752957,4.03749452474814,0,5354,USGS,"FISH CREEK NEAR CRYSTAL, MI",43.2497545,-84.9811245,102.822,,0,0,280.3,1.1839,1.3075,45.592,1,139.2887,1,0.2779,0.0133,0.1331,0.0039,0.0513,0.0029,0.5175,0.0,1,-15.9312499165535,0.150624997448176,1
04122200,3.28480363749833,3.2979984843757,1,5367,USGS,"WHITE RIVER NEAR WHITEHALL, MI",43.46417856,-86.2325668,1051.5299,,0,0,261.7,1.2371,1.9483,224.977,1,219.0252,1,0.498,0.0674,0.1422,0.0066,0.0548,0.0219,0.2091,0.0,1,-15.8049260856902,0.129225894756337,1
04122500,3.25402745813824,3.27085151972066,1,5368,USGS,"PERE MARQUETTE RIVER AT SCOTTVILLE, MI",43.9450063,-86.2786896,1763.7731,,0,0,275.8,1.2175,1.7233,258.244,1,240.021,1,0.6139,0.0492,0.1454,0.0124,0.0525,0.0316,0.0951,0.0,1,-15.4927082574368,0.148670830903575,1
04124000,4.26156654233791,4.30061106261408,0,5371,USGS,"MANISTEE RIVER NEAR SHERMAN, MI",44.43639239,-85.6986792,2219.6088,,0,0,358.1,1.5701,2.0751,351.174,1,285.5889,1,0.5285,0.1359,0.1212,0.0137,0.0617,0.055,0.0841,0.0,1,-16.156039694493,0.133505284167929,1
04127997,4.60757082771209,4.56662169669074,0,5382,USGS,"STURGEON RIVER AT WOLVERINE, MI",45.27445746,-84.6000315,497.2752,,0,0,335.6,2.6864,1.6428,128.693,1,39.0433,1,0.6073,0.0979,0.1023,0.0128,0.0739,0.0418,0.0641,0.0,1,-15.7610698589421,0.113268942548651,1
04161580,4.02486126526082,3.96093229744728,0,5440,USGS,"STONY CREEK NEAR ROMEO, MI",42.8008637,-83.0902121,66.3034,,0,0,308.5,1.3564,1.3844,39.715,1,105.9393,1,0.3633,0.0122,0.1768,0.0404,0.1381,0.0002,0.269,0.0,1,-16.5,0.119999997317791,1
